Ration_ID,Name,Age,Gender,Address,Phone_No,Aadhaar_ID,Block,Income_Level,Dependent1_Name,Dependent1_Aadhaar_ID,Dependent1_Relation,Dependent1_Age,Dependent2_Name,Dependent2_Aadhaar_ID,Dependent2_Relation,Dependent2_Age,Dependent3_Name,Dependent3_Aadhaar_ID,Dependent3_Relation,Dependent3_Age,Dependent4_Name,Dependent4_Aadhaar_ID,Dependent4_Relation,Dependent4_Age,Dependent5_Name,Dependent5_Aadhaar_ID,Dependent5_Relation,Dependent5_Age,Rice_Entitled,Rice_Claimed,Wheat_Entitled,Wheat_Claimed,Sugar_Entitled,Sugar_Claimed,Kerosene_Entitled,Kerosene_Claimed,ToorDal_Entitled,ToorDal_Claimed,ChanaDal_Entitled,ChanaDal_Claimed,UradDal_Entitled,UradDal_Claimed,Salt_Entitled,Salt_Claimed,MustardOil_Entitled,MustardOil_Claimed,SunflowerOil_Entitled,SunflowerOil_Claimed,Subsidy_Availed,Percent_Ration_Left,Num_Dependents,Over_Claim_Flag,Duplicate_Aadhaar_Flag,Income_Subsidy_Mismatch,Fraud_Label
RAT10454,Janya Sen,63,Female,"05, Sane Ganj, Kollam 302946",9510115534989,148796405333,Block4,High,Jagrati,200747243208,Daughter,58,Qarin,147885168665,Parent,5,,,,,,,,,,,,,2,2,4,4,2,5,5,5,3,3,1,3,3,3,3,3,4,4,5,5,Yes,-15.62,2,1,0,1,1
RAT10455,Champak Dhar,41,Male,"89/64, Ahuja Street, Katni-468000",8666303201365,581765555554,Block3,Medium,Upadhriti,564989209091,Daughter,53,Xiti,413858008054,Spouse,6,Kiaan,253035737564,Parent,54,,,,,,,,,1,1,5,8,2,2,3,3,3,3,2,2,5,5,3,3,1,1,2,2,No,-11.11,3,1,0,0,1
RAT10456,Reva Oza,51,Female,"68, Keer Street, Latur-540466",1367384189536,820967029697,Block4,Low,Tejas,608601255650,Son,53,,,,,,,,,,,,,,,,,5,5,5,8,5,6,1,1,4,7,1,3,4,4,4,4,2,2,3,3,No,-26.47,1,1,0,0,1
RAT10457,Nirja Mishra,41,Male,"56/339, Raj Ganj, Naihati 147610",7010220021956,785658668081,Block4,Medium,Brijesh,719543645250,Daughter,50,Quincy,604583414586,Spouse,3,,,,,,,,,,,,,4,4,2,2,5,5,3,3,2,2,2,2,5,5,4,4,4,4,1,1,Yes,0.0,2,0,0,0,1
RAT10458,Oliver Vyas,60,Female,"H.No. 330, Barman Path, Mangalore 386515",8758424442925,437435829463,Block4,Medium,Daksha,268214516388,Spouse,18,,,,,,,,,,,,,,,,,1,1,1,1,1,1,5,5,5,5,4,4,4,7,3,3,3,3,1,4,Yes,-21.43,1,1,0,0,1
RAT10459,Xalak Raman,32,Female,"38, Sabharwal Street, Anantapur 169300",9390343943679,411826105591,Block1,Low,Wishi,608453064671,Parent,37,Ubika,104912326062,Daughter,21,Hemal,536794524355,Parent,53,Tripti,361806061111,Spouse,59,Chaman,105001928137,Daughter,60,4,4,5,5,2,3,5,6,1,4,2,4,4,4,2,2,3,3,5,5,No,-21.21,5,1,0,0,1
RAT10460,Yahvi Tank,41,Female,"10, Agate Street, Chandigarh 894170",8949717074749,315711807225,Block4,Low,Lucky,718073030045,Son,31,Eta,422966751623,Parent,30,Harsh,623051554381,Daughter,25,Charles,679839749616,Son,51,Triya,845709151971,Son,28,2,3,4,4,5,5,1,2,4,4,3,3,2,2,2,2,2,5,5,5,Yes,-16.67,5,1,0,0,1
RAT10461,Libni Thakur,38,Female,"H.No. 506, Rastogi Circle, Pudukkottai 349508",2757850885559,553392891390,Block3,Low,Advaith,814653535983,Parent,5,Anya,314008495890,Spouse,49,Odika,950437990058,Son,33,,,,,,,,,1,1,4,4,5,5,2,2,5,5,2,2,2,2,5,5,5,8,4,4,No,-8.57,3,1,0,0,1
RAT10462,Oscar Baral,62,Male,"533, Pall Nagar, Nashik 455728",3346332345713,646636890192,Block2,High,Tarak,655088063490,Son,10,Aahana,291074616898,Son,2,,,,,,,,,,,,,4,4,2,2,1,1,4,4,1,1,1,4,3,3,4,4,2,2,5,5,No,-11.11,2,1,0,0,1
RAT10463,Adweta Parekh,31,Male,"18/504, Bhakta Marg, Alappuzha-895387",2499011793621,776022901089,Block5,Low,Ikshita,237843838358,Spouse,18,,,,,,,,,,,,,,,,,4,4,4,7,4,7,5,8,2,2,2,2,1,1,1,1,5,5,3,5,Yes,-35.48,1,1,0,0,1
RAT10464,Luke Mangat,59,Male,"89, Sarraf Zila, Ghaziabad-648464",9754797869076,725047975734,Block2,High,Frado,532552998534,Parent,52,Qasim,773582963502,Spouse,37,,,,,,,,,,,,,4,4,5,5,2,2,4,4,4,4,2,2,3,6,5,6,4,4,5,5,Yes,-10.53,2,1,0,1,1
RAT10465,Ekiya Sarna,45,Male,"02, Jayaraman, Kharagpur 506242",0333907634854,897133019665,Block2,Low,Indrajit,658662528076,Daughter,37,Hredhaan,751486840195,Son,9,Aahana,962480026195,Parent,39,,,,,,,,,2,2,5,5,5,5,3,3,2,2,1,1,3,5,5,5,4,5,1,1,No,-9.68,3,1,0,0,1
RAT10466,Riya Raj,57,Female,"H.No. 37, Jaggi, Sambhal 366341",9460706155990,719805203077,Block1,Low,Jason,656423547180,Parent,7,Yashodhara,972954504119,Daughter,8,Divya,835108882746,Parent,5,Wazir,347211084780,Daughter,46,,,,,2,5,4,4,2,2,2,2,5,8,1,1,3,3,2,2,3,3,3,4,Yes,-25.93,4,1,0,0,1
RAT10467,Ekta Sarkar,45,Male,"287, Pillay Zila, Dehradun 718752",3067319632274,728086553887,Block2,High,Gaurika,742621841517,Spouse,52,Viraj,591439399739,Parent,17,Ekapad,922434548542,Parent,21,,,,,,,,,3,3,5,8,3,3,2,2,1,1,2,2,5,5,1,1,1,1,1,1,No,-12.5,3,1,0,0,1
RAT10468,Unnati Nagi,36,Male,"15/763, Tailor Street, Udupi-367787",6551910802036,974168887089,Block5,Low,Hemani,474273017187,Parent,34,,,,,,,,,,,,,,,,,3,3,3,3,2,2,2,2,3,3,5,5,3,5,3,3,5,5,4,4,No,-6.06,1,1,0,0,1
RAT10469,Gopal Narasimhan,68,Male,"91/54, Brahmbhatt, Ozhukarai 406587",8896802069213,554782202756,Block4,High,Vyanjana,939700947301,Parent,6,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,4,4,4,4,2,4,4,4,2,2,5,6,No,-10.71,1,1,0,0,1
RAT10470,Banjeet Hegde,52,Female,"H.No. 712, Lanka Street, Gorakhpur-338109",1489796150833,504132300880,Block5,Low,,,,,,,,,,,,,,,,,,,,,2,2,5,5,2,2,1,1,3,3,5,5,2,2,4,7,3,3,4,4,Yes,-9.68,0,1,0,0,1
RAT10471,Vincent Batta,38,Female,"12/405, Naik Chowk, Panihati 984368",3396724323132,669854668862,Block2,Low,Nandini,604160762005,Daughter,24,,,,,,,,,,,,,,,,,2,2,3,3,3,3,1,1,3,6,3,4,5,5,2,2,4,4,2,2,No,-14.29,1,1,0,0,1
RAT10472,Atharv Wagle,62,Male,"06/81, Koshy Ganj, Silchar 837368",1424981155039,604712943832,Block1,High,Nachiket,510684495684,Daughter,50,Kai,111636657790,Spouse,23,Osha,362287702846,Spouse,13,Caleb,718478031008,Daughter,12,Veda,755758004675,Spouse,7,4,6,4,4,5,5,4,5,4,4,1,1,5,5,1,1,1,1,1,1,Yes,-10.0,5,1,0,1,1
RAT10473,Gayathri Borra,33,Female,"H.No. 99, Deshmukh Marg, Imphal 135095",4177638320216,605644127078,Block5,Medium,Wazir,537986857346,Parent,52,Yahvi,771698420062,Son,14,,,,,,,,,,,,,2,2,5,5,2,2,1,1,3,3,2,3,2,2,2,3,4,4,4,4,Yes,-7.41,2,1,0,0,1
RAT10474,Warinder Krish,68,Male,"43, Mallick Circle, Dindigul 480582",6646993016613,212618293681,Block3,High,Priya,210432836230,Son,40,Logan,916463622848,Parent,26,Wishi,888978459496,Daughter,36,Girindra,299233713906,Spouse,23,,,,,1,1,1,1,2,2,1,1,3,3,4,4,4,4,5,5,1,1,4,4,No,0.0,4,0,0,0,1
RAT10475,Ekavir Nagy,65,Female,"60, Sampath Chowk, Muzaffarpur 826250",8508263370543,884026027382,Block1,Medium,Warinder,349245009550,Daughter,28,Ayushman,419820715910,Daughter,33,Aryan,614282012754,Daughter,35,Mason,611202085272,Son,45,Edhitha,975598499213,Daughter,53,4,4,2,2,2,2,4,4,2,2,3,3,3,5,5,7,1,2,2,2,No,-17.86,5,1,0,0,1
RAT10476,Nakul Naidu,35,Female,"53, Sami Marg, Shivpuri-106687",5312620037659,544633675869,Block1,High,Owen,739710238241,Daughter,37,,,,,,,,,,,,,,,,,1,1,1,3,3,3,4,6,5,5,3,3,2,2,5,5,4,4,1,1,No,-13.79,1,1,0,0,1
RAT10477,Finn Yohannan,56,Female,"H.No. 881, Kale Road, Hyderabad 474474",5609250883896,810678210911,Block5,High,Veda,927796125987,Son,33,Yochana,833000902864,Daughter,3,Vincent,343660087379,Spouse,21,,,,,,,,,2,2,4,4,3,3,4,4,4,4,5,6,2,5,1,1,1,1,3,3,No,-13.79,3,1,0,0,1
RAT10478,Ekantika Badal,67,Male,"H.No. 64, Varughese Ganj, Jhansi-680464",8152339080472,361701253107,Block5,Low,Guneet,412121412869,Spouse,17,Elijah,612862038462,Parent,3,Tanish,539355668486,Daughter,4,Christopher,964358780984,Daughter,16,Tripti,102721452950,Spouse,31,1,1,5,5,2,2,1,1,2,2,2,2,2,2,1,1,4,4,1,1,Yes,0.0,5,0,0,0,1
RAT10479,Sudiksha Keer,26,Male,"H.No. 44, Chandra Chowk, Jehanabad 925091",9964791483991,345633671333,Block2,Low,Lavanya,704791640011,Son,25,Mohammed,514170020278,Parent,48,,,,,,,,,,,,,5,5,5,5,4,4,2,2,2,2,3,3,3,3,4,4,5,5,2,2,Yes,0.0,2,0,0,0,1
RAT10480,Upasna Jha,65,Female,"H.No. 656, Kala Marg, Berhampore 079065",2206345793394,613937549251,Block5,High,Dayamai,818882360641,Spouse,27,Anamika,589601031594,Spouse,37,,,,,,,,,,,,,4,4,4,4,2,2,2,4,5,8,4,4,3,3,3,4,4,4,3,3,Yes,-17.65,2,1,0,1,1
RAT10481,Ira Edwin,26,Male,"90/51, Madan Marg, Miryalaguda-794702",6881869425698,252273694766,Block4,Medium,Warinder,518328756116,Son,11,Siya,731801914678,Daughter,19,,,,,,,,,,,,,4,4,4,4,2,2,3,3,1,1,5,5,1,4,4,4,4,4,4,4,Yes,-9.38,2,1,0,0,1
RAT10482,Chandresh Som,29,Female,"90, Solanki Chowk, Hosur-970860",1493704147252,298104559715,Block2,High,Vasatika,579493174425,Son,45,Jyoti,307927828331,Spouse,20,Ekalinga,777814977952,Son,36,Lavanya,958086967290,Son,50,Mohini,619172037197,Daughter,43,1,1,2,2,5,6,2,2,3,3,5,5,2,2,2,2,5,7,4,4,Yes,-9.68,5,1,0,1,1
RAT10483,Yashoda Raju,43,Female,"460, Gole Nagar, Vasai-Virar-074531",3009677462593,901536845347,Block3,Low,Balhaar,853885326568,Son,31,Azad,794729625384,Son,5,,,,,,,,,,,,,2,2,3,3,1,1,3,3,5,8,2,4,2,2,4,5,2,2,4,7,No,-32.14,2,1,0,0,1
RAT10484,Yatin Subramaniam,31,Male,"86/226, Agate Zila, Berhampore-045377",6191485815546,344584523466,Block4,Medium,,,,,,,,,,,,,,,,,,,,,1,1,1,1,5,6,2,2,4,4,4,4,2,2,4,4,3,3,5,5,Yes,-3.23,0,1,0,0,1
RAT10485,Ucchal Bandi,30,Female,"23, Tandon Nagar, Ambattur-757785",0982792715642,552610325357,Block1,Medium,Aishani,574652372580,Daughter,23,Wriddhish,779651037117,Son,30,,,,,,,,,,,,,2,2,2,2,4,4,4,4,3,3,3,5,4,4,2,2,2,2,5,5,No,-6.45,2,1,0,0,1
RAT10486,Gautami Gara,33,Male,"H.No. 382, Mitter Street, Sasaram-681892",4327076383034,981453015249,Block5,High,,,,,,,,,,,,,,,,,,,,,1,1,5,5,1,1,1,1,3,3,2,4,5,5,3,3,1,1,5,5,Yes,-7.41,0,1,0,1,1
RAT10487,Bishakha Mahal,38,Female,"32/22, Mallick Circle, Jodhpur-645448",5069496319315,756002429912,Block2,Low,Ojasvi,307255201911,Parent,5,Vinaya,825141172790,Parent,36,,,,,,,,,,,,,4,4,4,4,5,7,2,2,4,4,3,6,3,5,4,4,3,3,2,5,Yes,-29.41,2,1,0,0,1
RAT10488,Janaki Thaman,29,Male,"99/452, Ravel Circle, Bettiah-513000",4827893696989,249208707367,Block2,High,Kabir,793508817939,Spouse,29,,,,,,,,,,,,,,,,,5,5,4,4,1,1,2,2,2,2,5,5,3,3,1,3,3,3,3,3,Yes,-6.9,1,1,0,1,1
RAT10489,Xalak Jaggi,44,Male,"13/52, Tandon, Gopalpur 246379",6061112279995,656956897030,Block1,Medium,Omisha,143384208467,Daughter,22,Vansha,543500982756,Parent,22,,,,,,,,,,,,,4,4,5,5,3,3,4,4,3,5,1,1,4,4,5,5,2,2,3,3,No,-5.88,2,1,0,0,1
RAT10490,Anvi Banerjee,39,Female,"34/82, Nazareth Path, Panihati-883412",5674539699514,430242741231,Block5,Medium,Indrajit,231894023555,Spouse,54,Lohit,378231352601,Parent,1,,,,,,,,,,,,,5,5,2,4,3,5,5,5,1,1,3,3,1,1,5,7,4,4,1,1,No,-20.0,2,1,0,0,1
RAT10491,Aahana Toor,61,Male,"H.No. 497, Purohit, Farrukhabad-754213",5381411336418,749471547610,Block5,Low,Ojasvi,705634365267,Parent,6,,,,,,,,,,,,,,,,,3,3,5,5,2,2,2,2,5,5,5,5,2,5,2,2,4,4,2,2,No,-9.38,1,1,0,0,1
RAT10492,Gagan Ramanathan,44,Male,"H.No. 06, Kumer Circle, Shahjahanpur 901266",8592366196234,661653205313,Block5,Medium,Bhavna,641780696716,Daughter,8,Wridesh,210834485587,Son,60,Krish,608029717834,Parent,9,,,,,,,,,4,5,2,2,4,4,4,4,3,3,5,8,5,5,5,5,5,7,3,3,Yes,-15.0,3,1,0,0,1
RAT10493,Madhav Manne,42,Female,"67, Bath Road, Tadepalligudem-752893",5174145627065,327124344311,Block3,Medium,Yash,657321332036,Daughter,1,,,,,,,,,,,,,,,,,2,2,2,2,5,8,4,4,5,5,4,4,1,1,5,5,1,1,4,4,No,-9.09,1,1,0,0,1
RAT10494,Imaran Dubey,62,Female,"50/383, Karpe Circle, Bhavnagar-363766",5122599451709,610399635071,Block3,Low,Utkarsh,802585626229,Daughter,22,Upasna,742700491929,Son,25,,,,,,,,,,,,,1,4,4,6,3,3,5,5,5,8,4,4,2,2,5,7,3,5,3,5,No,-40.0,2,1,0,0,1
RAT10495,Mohini Bahri,45,Female,"H.No. 087, Zacharia, Panihati-129417",7512206722137,319421419671,Block4,Medium,Jhalak,706418011669,Daughter,52,,,,,,,,,,,,,,,,,4,4,2,5,2,2,5,5,4,4,1,1,1,1,1,2,5,6,5,6,Yes,-20.0,1,1,0,0,1
RAT10496,Bhavna Solanki,40,Male,"H.No. 104, Tata Road, Danapur 019630",4314425589430,678682252841,Block2,Medium,,,,,,,,,,,,,,,,,,,,,5,5,1,1,5,5,3,3,1,2,4,7,4,5,2,2,4,4,1,1,Yes,-16.67,0,1,0,0,1
RAT10497,Bakhshi Singhal,25,Female,"833, Subramanian Marg, Bulandshahr 266330",6392921868947,383708550676,Block2,Medium,,,,,,,,,,,,,,,,,,,,,3,3,5,5,5,5,5,5,3,3,1,1,5,5,3,3,1,1,2,2,No,0.0,0,0,0,0,0
RAT10498,Chasmum Bose,34,Female,"52/76, Bhalla Street, Dharmavaram 674399",0213189053236,612021679975,Block5,High,Arya,767948173971,Daughter,38,Jagrati,504929272452,Daughter,12,,,,,,,,,,,,,5,5,4,4,2,2,2,2,2,2,1,4,5,6,3,3,3,3,3,3,No,-13.33,2,1,0,0,1
RAT10499,Upasna Naidu,32,Female,"99/32, Nair Circle, Akola-700532",5869054637721,138251113901,Block3,Medium,Ranbir,406122087534,Spouse,55,Jack,625895546027,Son,3,Pushti,708281863071,Spouse,37,Ikbal,284638162594,Son,9,Urvi,365713306868,Parent,18,5,5,4,4,4,4,1,1,4,4,5,5,3,3,5,6,1,1,1,3,No,-9.09,5,1,0,0,1
RAT10500,Ijaya Mangat,28,Female,"H.No. 806, Chadha Marg, Kozhikode-859613",4641696290851,859424103633,Block4,Medium,Girish,899062582500,Parent,26,Isaac,656411825854,Son,41,Ekansh,582140074646,Parent,30,Arya,330431320718,Son,39,,,,,4,4,5,5,1,1,4,4,5,5,2,4,5,5,1,2,3,3,1,1,Yes,-9.68,4,1,0,0,1
RAT10501,Jonathan Doctor,30,Male,"H.No. 140, Swamy Street, Vasai-Virar 975437",1192953905682,252450528299,Block4,High,Varsha,122722841811,Daughter,59,Amara,954648591417,Daughter,59,Abdul,272478692063,Daughter,56,Thomas,766049432025,Son,55,Rudra,385770824660,Parent,43,3,3,1,1,4,6,1,1,2,2,3,3,2,2,2,4,1,1,5,8,No,-29.17,5,1,0,0,1
RAT10502,Hardik Muni,33,Male,"85, Sani Road, Hajipur-341628",6177898310560,570187395408,Block3,Medium,Hredhaan,922952510782,Parent,30,Amaira,908317690442,Parent,37,Kashvi,492461030929,Spouse,11,Ayushman,897873327811,Son,15,,,,,5,8,3,4,3,3,1,1,5,5,4,4,5,5,1,1,5,5,2,2,Yes,-11.76,4,1,0,0,1
RAT10503,Tanish Gandhi,38,Female,"49, Warrior Ganj, Chinsurah 849964",6028390598098,150453938331,Block3,High,Zehaan,825358682581,Daughter,59,Kevin,398000136701,Daughter,45,Owen,543295802388,Spouse,42,Leela,134802999999,Son,32,,,,,3,3,2,2,2,2,3,3,1,3,2,2,5,5,5,5,3,3,5,7,No,-12.9,4,1,0,0,1
RAT10504,Tripti Gour,51,Male,"92/22, Pandit Marg, Amritsar 899149",1067984163172,990912712280,Block1,High,,,,,,,,,,,,,,,,,,,,,5,5,4,4,5,5,4,4,2,2,5,5,2,2,2,2,2,2,3,3,Yes,0.0,0,0,0,1,1
RAT10505,Devika Shankar,66,Male,"404, Rao Ganj, Firozabad 076543",6310101260205,834426355214,Block2,Low,Atharv,459481310649,Parent,36,Devika,127975009802,Daughter,2,Balvan,573843265086,Daughter,3,Ryan,402127443670,Son,40,Upma,876674572278,Son,41,4,4,1,1,4,4,4,5,2,2,1,1,5,5,4,4,3,6,1,1,Yes,-13.79,5,1,0,0,1
RAT10506,Zinal Halder,61,Male,"420, Sangha Chowk, Panchkula 515018",1696717514924,295246824393,Block5,Low,Jackson,331068551110,Parent,8,Gabriel,860999819166,Son,27,Matthew,833405816097,Daughter,6,Mitali,119922337653,Parent,15,Tristan,974862151171,Daughter,43,3,3,5,5,4,4,5,6,2,3,5,6,4,4,1,1,4,4,2,3,Yes,-11.43,5,1,0,0,1
RAT10507,Isaac Kale,39,Male,"29/076, Misra Nagar, Bokaro-850931",1431333622019,872280753113,Block5,Low,Upma,958555929936,Son,24,Manan,313869828080,Daughter,21,,,,,,,,,,,,,2,2,4,4,5,5,3,6,5,5,3,3,2,2,3,3,5,6,3,3,Yes,-11.43,2,1,0,0,1
RAT10508,Varsha Deshmukh,56,Female,"25/11, Mane Zila, Agartala 489382",6409895740918,360760972706,Block4,Medium,Vinaya,671011325884,Daughter,55,Harrison,140533469829,Spouse,40,,,,,,,,,,,,,1,1,2,2,1,1,4,5,2,2,5,7,4,4,1,1,5,5,4,4,No,-10.34,2,1,0,0,1
RAT10509,Bahadurjit Nagy,65,Female,"45/752, Barman Chowk, Srinagar 082680",1685817376928,872650491036,Block5,High,Siddharth,736454747720,Parent,40,Saksham,309809099485,Spouse,50,Manthan,163844972628,Spouse,14,Unnati,231845414834,Daughter,17,,,,,4,4,3,3,2,2,2,2,1,1,5,5,4,5,5,5,5,5,4,4,No,-2.86,4,1,0,0,1
RAT10510,Manbir Konda,54,Female,"41, Grover Road, Gorakhpur-618815",3242581987508,686822838957,Block3,High,Joshua,371679093185,Parent,38,Vrinda,213360342208,Son,43,,,,,,,,,,,,,5,6,5,5,3,3,3,3,4,4,5,7,1,1,5,5,1,1,3,3,Yes,-8.57,2,1,0,1,1
RAT10511,Waida Amble,47,Female,"H.No. 402, Date Ganj, Panipat-012907",7141892711611,651442386141,Block4,Low,Neel,508474122406,Daughter,34,Panini,566625750665,Daughter,31,Amrita,219439869610,Son,40,,,,,,,,,4,4,4,4,3,3,4,4,5,5,5,5,5,5,1,1,3,3,3,3,No,0.0,3,0,0,0,1
RAT10512,Anita Varughese,53,Male,"735, Randhawa Nagar, Katihar-286307",2281554913471,801685157574,Block4,High,Gaurav,630550482797,Son,1,Warinder,681000161622,Parent,15,,,,,,,,,,,,,1,1,2,2,5,5,1,2,5,6,2,2,5,5,4,4,1,1,2,2,No,-7.14,2,1,0,0,1
RAT10513,Qushi Lall,57,Male,"H.No. 54, Kothari, Jamshedpur 534186",8802013747993,953177862852,Block5,High,,,,,,,,,,,,,,,,,,,,,2,2,3,3,4,4,4,4,3,3,2,2,2,2,3,3,3,3,2,2,Yes,0.0,0,0,0,1,1
RAT10514,Anirudh Setty,68,Female,"29/844, Kala Street, Ozhukarai-028331",6026654941766,836966787194,Block3,Low,Manan,629186007355,Daughter,30,Shivansh,730781038319,Spouse,42,Reyansh,257173591721,Spouse,22,Triveni,838210195379,Parent,56,,,,,4,4,4,4,2,2,4,4,4,4,4,5,5,6,5,5,1,1,5,5,No,-5.26,4,1,0,0,1
RAT10515,Watika Deshmukh,63,Female,"66, Konda Ganj, Bihar Sharif-198426",7506667361880,765080592747,Block5,High,Aachal,658148983616,Parent,49,Omkaar,634328276310,Son,22,Balveer,458291489851,Son,28,Robert,466919682706,Parent,44,,,,,3,3,2,2,3,3,2,2,1,1,3,3,3,3,4,4,3,3,4,4,Yes,0.0,4,0,0,1,1
RAT10516,Rachit Wagle,32,Male,"79/966, Handa Circle, Mango-627497",7696814709631,301159404574,Block2,Low,,,,,,,,,,,,,,,,,,,,,5,5,4,7,5,5,3,5,2,2,4,5,4,7,3,4,1,1,3,3,No,-29.41,0,1,0,0,1
RAT10517,Qushi Kota,42,Male,"42, Subramaniam Path, Khammam-955254",2790328637225,238831808055,Block4,Low,,,,,,,,,,,,,,,,,,,,,3,3,4,4,3,3,5,5,5,8,2,2,5,5,4,7,1,1,2,2,Yes,-17.65,0,1,0,0,1
RAT10518,Tejas Banerjee,29,Male,"83/016, Edwin Marg, Ramgarh 639438",5301435717318,826819452508,Block2,Medium,Suhani,963841657083,Parent,49,Yahvi,985313821307,Daughter,23,,,,,,,,,,,,,3,6,4,4,1,1,3,3,4,4,4,6,4,4,5,5,2,4,4,5,No,-23.53,2,1,0,0,1
RAT10519,Jyoti Choudhury,62,Male,"H.No. 039, Dhar Street, Noida-613453",4328244493963,559332769664,Block1,High,George,284556255102,Parent,24,Aashi,680721849971,Son,36,,,,,,,,,,,,,1,1,5,5,1,1,5,5,5,5,2,2,2,2,3,3,4,6,3,6,Yes,-16.13,2,1,0,1,1
RAT10520,Dominic Amble,70,Female,"70/04, Dewan Zila, Shimla 968704",7422418572362,369310604880,Block5,Low,Harini,362806530996,Parent,35,Pallavi,151106140282,Spouse,52,Dhruv,694824625457,Daughter,35,Qushi,956646990562,Son,53,Harsh,314370083890,Son,16,3,3,4,4,5,5,1,1,5,5,3,5,5,8,1,1,4,5,4,4,Yes,-17.14,5,1,0,0,1
RAT10521,Yashvi Sabharwal,62,Male,"464, Sastry Ganj, Khora  744963",4682246680662,460426930507,Block5,Low,Vedhika,942001748109,Daughter,41,Xiti,613878712529,Parent,5,,,,,,,,,,,,,5,5,4,5,5,5,1,4,1,4,4,4,2,2,2,2,5,6,2,2,Yes,-25.81,2,1,0,0,1
RAT10522,Unnati Batra,25,Male,"893, Mody Chowk, Shahjahanpur 691465",9479539047454,626805804939,Block3,Low,Nakul,352928789643,Son,17,,,,,,,,,,,,,,,,,1,1,3,3,2,3,2,2,3,3,5,5,1,1,1,1,3,3,4,7,Yes,-16.0,1,1,0,0,1
RAT10523,Rayaan Mistry,51,Female,"H.No. 54, Lata Street, Erode-309731",8413373998652,144103955274,Block5,Low,Watika,355651630618,Spouse,39,Aadi,597347408944,Daughter,7,Nandini,640912660110,Son,31,,,,,,,,,5,8,2,2,4,4,2,5,5,5,2,2,3,3,4,4,3,3,3,4,No,-21.21,3,1,0,0,1
RAT10524,Krishna Prakash,59,Female,"65/459, Doctor Street, Bikaner 054857",6096796307038,750480610294,Block5,Medium,,,,,,,,,,,,,,,,,,,,,4,4,1,4,5,5,4,4,4,4,4,4,4,7,5,6,3,3,2,2,Yes,-19.44,0,1,0,0,1
RAT10525,Kai Ratta,41,Female,"05/69, Bhatnagar Nagar, Karimnagar-100180",0828782194274,953421423304,Block2,Low,Irya,119752130532,Son,6,,,,,,,,,,,,,,,,,1,1,2,2,3,6,3,3,2,2,2,2,1,1,2,4,1,3,4,4,No,-33.33,1,1,0,0,1
RAT10526,Laksh Lall,53,Female,"144, Mammen, Tiruvottiyur-809443",3885747358531,551429076592,Block5,Medium,Aadhya,786738752015,Parent,59,Faqid,130307964668,Daughter,15,Jackson,215736524870,Son,21,Nachiket,961666731450,Spouse,14,Jonathan,327225863221,Son,28,3,3,4,4,4,4,1,1,1,1,5,5,2,2,1,1,2,2,2,2,No,0.0,5,0,0,0,1
RAT10527,Vasudha Kakar,70,Male,"90/60, Bansal Circle, Hindupur 064725",5883598586163,816539051810,Block4,Low,Anamika,228979134646,Parent,35,Abha,435652977291,Parent,43,Manan,555827222944,Daughter,5,,,,,,,,,2,3,4,4,2,2,5,5,1,1,5,5,5,5,3,3,2,2,5,5,No,-2.94,3,1,0,0,1
RAT10528,Anya Zachariah,49,Female,"94/369, Pandya Road, Dehradun-064327",3836873592305,797139891972,Block3,Medium,,,,,,,,,,,,,,,,,,,,,1,4,4,4,3,3,4,7,4,4,3,3,5,5,2,2,1,1,5,5,Yes,-18.75,0,1,0,0,1
RAT10529,Sachi Raman,43,Female,"808, Yohannan Zila, Aligarh 303170",2943218793548,824796779391,Block4,High,Frederick,682179831023,Daughter,24,Daksha,664059395619,Son,21,Girish,818779856769,Daughter,60,Rachit,573565980531,Spouse,27,,,,,4,4,5,5,1,1,4,5,4,6,2,2,1,4,5,5,3,3,4,4,Yes,-18.18,4,1,0,1,1
RAT10530,Bhavani Jaggi,44,Female,"24, Sura Nagar, Jhansi-616920",9323755209135,747553994939,Block4,Medium,Banjeet,682324895414,Parent,56,Chaitanya,338467591691,Daughter,31,Advay,496496523281,Son,8,Anya,122664160056,Parent,32,,,,,4,4,3,3,2,2,2,2,3,3,1,2,1,3,1,1,5,7,1,4,No,-34.78,4,1,0,0,1
RAT10531,Nandini Sharma,47,Female,"907, Salvi, Naihati 118347",5420687245092,966322371462,Block3,High,Reva,549832444784,Daughter,53,Hemangini,668893478839,Son,28,Unni,521721958881,Parent,42,Ekani,888246511516,Parent,26,,,,,4,7,3,3,3,3,2,4,3,6,3,3,1,1,1,3,2,4,5,5,Yes,-44.44,4,1,0,1,1
RAT10532,Brinda Bajaj,37,Female,"74/001, Pathak Nagar, Delhi-958385",1818390453383,419517783240,Block5,Low,Meera,299538722512,Spouse,30,Waida,883542552205,Parent,51,Dalbir,480558690070,Spouse,2,,,,,,,,,1,4,2,2,5,6,5,5,5,5,3,3,5,5,3,5,4,4,5,6,No,-18.42,3,1,0,0,1
RAT10533,Aadhya Saran,55,Male,"H.No. 44, Vora Zila, Begusarai 924702",2350156508021,675324349660,Block3,Low,Vinaya,873043416098,Parent,52,,,,,,,,,,,,,,,,,3,3,2,3,1,1,5,5,5,5,4,4,3,3,1,2,4,6,4,4,No,-12.5,1,1,0,0,1
